coreid,mofid-v1,mofid-v2,LCD_(Å),PLD_(Å),LFPD_(Å),Density_(g/cm3),ASA_(A2),ASA_(m2/cm3),ASA_(m2/g),NASA_(A2),NASA_(m2/cm3),NASA_(m2/g),PV_(A3),VF,PV_(cm3/g),NAV_(A3),NPV_(cm3/g),structure_dimension,topology(SingleNodes),topology(AllNodes),catenation,dimension_by_topo,hall,number_spacegroup,Metal_Types,Has_OMS,OMS_Types,average_atomic_mass,Heat_capacity@300K_(J/g/K),Heat_capacity@350K_(J/g/K),Heat_capacity@400K_(J/g/K),natoms,Thermal_stability_(°C),Solvent_stability,Water_stability,KH_Classes,category
2020[Cu][sql]2[ASR]4,"[Cu][Cu].[O-]C(=O)c1ccc(cc1)CN(Cc1ccc(cc1)C(=O)[O-])Cc1ccc(cc1)CN(Cc1ccc(cc1)C(=O)[O-])Cc1ccc(cc1)C(=O)[O-] MOFid-v1.sql,bex.cat1;c9ce00371a2_4_ASR_pacman","[C4Cu2O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][N][Branch1][P][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][N][Branch1][P][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1] MOFid-v2.sql,bex.cat1;c9ce00371a2_4_ASR_pacman",7.91934,5.67788,7.91934,0.791477,1444.48,2162.91,2732.75,0.0,0.0,0.0,4450.48,0.6664,0.841971,0.0,0.0,2,sql,bex,2,3,-C 2yc,15,Cu,Yes,Cu,9.473603333,0.92873732,1.033527558,1.113976062,336,264.8,0.81285644,0.68,weak,weak&stable
2020[Cu][sql]2[FSR]16,[O-]C(=O)c1ccc2c(c1)c[n-][nH]2.[OH2][Cu][OH2] MOFid-v1.sql.cat0;NUYNED_FSR_pacman,,6.18225,5.09458,6.18225,1.08901,172.312,1339.38,1229.91,0.0,0.0,0.0,729.192,0.5668,0.520474,0.0,0.0,2,sql,sql,1,2,P 6c 2c,182,Cu,No,,10.28906244,0.907623314,1.016533221,1.071113688,82,314.1,0.84301996,0.568709677,weak,weak&stable
2020[Cu][tav]3[ASR]1,"C1CN2CCN1CC2.[Cu][Cu].[O-]C(=O)c1ccc(cc1)c1cc(Oc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-] MOFid-v1.tav,unknown.cat0;TUGQUK_ASR_pacman","[C4Cu2O8_Type-1].[C][C][N][C][C][N][Ring1][=Branch1][C][C][Ring1][=Branch1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][Branch2][Ring2][=N][O][C][=C][C][=Branch2][Ring1][#Branch1][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][=C][C][=Branch1][Branch1][=C][Ring2][Ring1][#C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1] MOFid-v2.tav,UNKNOWN.cat0;TUGQUK_ASR_pacman",9.1208,8.18073,9.11074,0.590859,1130.64,2270.68,3843.02,0.0,0.0,0.0,3743.43,0.7518,1.27239,0.0,0.0,3,tav,unknown,1,3,-C 2yc,15,Cu,No,,9.52539957,0.909056938,0.980378852,1.050460113,186,357.4,0.89661694,0.8292,weak,weak&stable
2020[Cu][tav]3[ASR]10,"C1CN2CCN1CC2.[Cu][Cu].[O-]C(=O)c1ccc(cc1)c1cc(Oc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-] MOFid-v1.tav,unknown.cat0;TUHFAG_ASR_pacman","[C4Cu2O8_Type-1].[C][C][N][C][C][N][Ring1][=Branch1][C][C][Ring1][=Branch1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][Branch2][Ring2][=N][O][C][=C][C][=Branch2][Ring1][#Branch1][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][=C][C][=Branch1][Branch1][=C][Ring2][Ring1][#C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1] MOFid-v2.tav,UNKNOWN.cat0;TUHFAG_ASR_pacman",7.87926,6.52752,7.87926,0.706552,1059.72,2544.97,3601.96,0.0,0.0,0.0,2955.59,0.7098,1.0046,0.0,0.0,3,tav,unknown,1,3,-C 2yc,15,Cu,No,,9.52539957,0.909755546,0.98928461,1.057902764,186,365.5,0.91943824,0.8292,weak,weak&stable
2020[Cu][tav]3[ASR]11,"C1CN2CCN1CC2.[Cu][Cu].[O-]C(=O)c1ccc(cc1)c1cc(Oc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-] MOFid-v1.tav,unknown.cat0;TUHFEK_ASR_pacman","[C4Cu2O8_Type-1].[C][C][N][C][C][N][Ring1][=Branch1][C][C][Ring1][=Branch1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][Branch2][Ring2][=N][O][C][=C][C][=Branch2][Ring1][#Branch1][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][=C][C][=Branch1][Branch1][=C][Ring2][Ring1][#C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1] MOFid-v2.tav,UNKNOWN.cat0;TUHFEK_ASR_pacman",7.9009,6.59331,7.89849,0.699004,1071.97,2546.89,3643.6,0.0,0.0,0.0,3001.81,0.7132,1.02031,0.0,0.0,3,tav,unknown,1,3,-C 2yc,15,Cu,No,,9.52539957,0.910514063,0.992150812,1.057562098,186,365.4,0.91859174,0.8292,weak,weak&stable
2020[Cu][tav]3[ASR]12,"C1CN2CCN1CC2.[Cu][Cu].[O-]C(=O)c1ccc(cc1)c1cc(Oc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-] MOFid-v1.tav,unknown.cat0;TUHFIO_ASR_pacman","[C4Cu2O8_Type-1].[C][C][N][C][C][N][Ring1][=Branch1][C][C][Ring1][=Branch1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][Branch2][Ring2][=N][O][C][=C][C][=Branch2][Ring1][#Branch1][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][=C][C][=Branch1][Branch1][=C][Ring2][Ring1][#C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1] MOFid-v2.tav,UNKNOWN.cat0;TUHFIO_ASR_pacman",9.22361,8.09127,9.22361,0.587549,1132.66,2262.01,3849.9,0.0,0.0,0.0,3777.54,0.7544,1.28398,0.0,0.0,3,tav,unknown,1,3,-C 2yc,15,Cu,No,,9.52539957,0.913749524,0.995960927,1.085026179,186,357.1,0.89525974,0.8292,weak,weak&stable
2020[Cu][tav]3[ASR]13,"C1CN2CCN1CC2.[Cu][Cu].[O-]C(=O)c1ccc(cc1)c1cc(Oc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-] MOFid-v1.tav,unknown.cat0;TUHFOU_ASR_pacman","[C4Cu2O8_Type-1].[C][C][N][C][C][N][Ring1][=Branch1][C][C][Ring1][=Branch1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][Branch2][Ring2][=N][O][C][=C][C][=Branch2][Ring1][#Branch1][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][=C][C][=Branch1][Branch1][=C][Ring2][Ring1][#C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1] MOFid-v2.tav,UNKNOWN.cat0;TUHFOU_ASR_pacman",9.22936,8.12745,9.21918,0.587,1135.05,2264.65,3858.01,0.0,0.0,0.0,3778.07,0.7538,1.28416,0.0,0.0,3,tav,unknown,1,3,-C 2yc,15,Cu,No,,9.52539957,0.914265292,0.997804555,1.086161247,186,357,0.8954047,0.8292,weak,weak&stable
2020[Cu][tav]3[ASR]2,"C1CN2CCN1CC2.[Cu][Cu].[O-]C(=O)c1ccc(cc1)c1cc(Oc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-] MOFid-v1.tav,unknown.cat0;TUGQUK01_ASR_pacman","[C4Cu2O8_Type-1].[C][C][N][C][C][N][Ring1][=Branch1][C][C][Ring1][=Branch1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][Branch2][Ring2][=N][O][C][=C][C][=Branch2][Ring1][#Branch1][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][=C][C][=Branch1][Branch1][=C][Ring2][Ring1][#C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1] MOFid-v2.tav,UNKNOWN.cat0;TUGQUK01_ASR_pacman",8.62299,7.1282,8.62299,0.619712,1126.73,2373.34,3829.75,0.0,0.0,0.0,3547.31,0.7472,1.20572,0.0,0.0,3,tav,unknown,1,3,-C 2yc,15,Cu,No,,9.52539957,0.907571502,0.984246639,1.052134293,186,360.7,0.900101,0.8292,weak,weak&stable
2020[Cu][tav]3[ASR]3,"C1CN2CCN1CC2.COc1c(cc(cc1c1ccc(cc1)C(=O)[O-])Oc1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])OC)c1ccc(cc1)C(=O)[O-].[Cu][Cu] MOFid-v1.tav,unknown.cat0;TUGREV_ASR_pacman","[C4Cu2O8_Type-1].[C][C][N][C][C][N][Ring1][=Branch1][C][C][Ring1][=Branch1].[C][O][C][=C][Branch2][=Branch1][=Branch2][C][=C][Branch2][Ring1][Ring2][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][O][C][=C][C][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][=C][Branch2][Ring1][=Branch1][C][=Branch1][Ring2][=C][Ring1][#C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1] MOFid-v2.tav,UNKNOWN.cat0;TUGREV_ASR_pacman",7.89208,5.82335,7.89208,0.703212,1196.7,2678.78,3809.34,0.0,0.0,0.0,3183.44,0.7126,1.01335,0.0,0.0,3,tav,unknown,1,3,-C 2yc,15,Cu,No,,9.365486337,0.925797075,0.998937474,1.0709616,202,324.5,0.8918584,0.8192,weak,weak&stable
2020[Cu][tav]3[ASR]4,"C1CN2CCN1CC2.COc1c(cc(cc1c1ccc(cc1)C(=O)[O-])Oc1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])OC)c1ccc(cc1)C(=O)[O-].[Cu][Cu] MOFid-v1.tav,unknown.cat0;TUGREV01_ASR_pacman","[C4Cu2O8_Type-1].[C][C][N][C][C][N][Ring1][=Branch1][C][C][Ring1][=Branch1].[C][O][C][=C][Branch2][=Branch1][=Branch2][C][=C][Branch2][Ring1][Ring2][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][O][C][=C][C][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][=C][Branch2][Ring1][=Branch1][C][=Branch1][Ring2][=C][Ring1][#C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1] MOFid-v2.tav,UNKNOWN.cat0;TUGREV01_ASR_pacman",7.98669,5.97561,7.98669,0.696019,1195.02,2647.65,3803.99,0.0,0.0,0.0,3209.11,0.711,1.02152,0.0,0.0,3,tav,unknown,1,3,-C 2yc,15,Cu,No,,9.365486337,0.926365368,1.001772584,1.071316863,202,323.4,0.8918674,0.8192,weak,weak&stable
2020[Cu][tav]3[ASR]5,"C1CN2CCN1CC2.COc1c(cc(cc1c1ccc(cc1)C(=O)[O-])Oc1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])OC)c1ccc(cc1)C(=O)[O-].[Cu][Cu] MOFid-v1.tav,unknown.cat0;TUGREV02_ASR_pacman","[C4Cu2O8_Type-1].[C][C][N][C][C][N][Ring1][=Branch1][C][C][Ring1][=Branch1].[C][O][C][=C][Branch2][=Branch1][=Branch2][C][=C][Branch2][Ring1][Ring2][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][O][C][=C][C][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][=C][Branch2][Ring1][=Branch1][C][=Branch1][Ring2][=C][Ring1][#C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1] MOFid-v2.tav,UNKNOWN.cat0;TUGREV02_ASR_pacman",8.21111,7.8757,8.21111,0.638399,1214.13,2467.3,3864.83,0.0,0.0,0.0,3598.16,0.7312,1.14537,0.0,0.0,3,tav,unknown,1,3,-C 2yc,15,Cu,No,,9.365486337,0.929463638,1.015596763,1.107874716,202,331,0.8997679,0.8192,weak,weak&stable
2020[Cu][tav]3[ASR]6,"C1CN2CCN1CC2.COc1c(cc(cc1c1ccc(cc1)C(=O)[O-])Oc1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])OC)c1ccc(cc1)C(=O)[O-].[Cu][Cu] MOFid-v1.tav,unknown.cat0;TUGREV03_ASR_pacman","[C4Cu2O8_Type-1].[C][C][N][C][C][N][Ring1][=Branch1][C][C][Ring1][=Branch1].[C][O][C][=C][Branch2][=Branch1][=Branch2][C][=C][Branch2][Ring1][Ring2][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][O][C][=C][C][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][=C][Branch2][Ring1][=Branch1][C][=Branch1][Ring2][=C][Ring1][#C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1] MOFid-v2.tav,UNKNOWN.cat0;TUGREV03_ASR_pacman",8.18439,7.79944,8.18439,0.63857,1200.29,2439.83,3820.77,0.0,0.0,0.0,3591.29,0.73,1.14318,0.0,0.0,3,tav,unknown,1,3,-C 2yc,15,Cu,No,,9.365486337,0.927131273,1.001909355,1.073824999,202,331.1,0.89910924,0.8192,weak,weak&stable
2020[Cu][tav]3[ASR]7,"C1CN2CCN1CC2.COc1c(cc(cc1c1ccc(cc1)C(=O)[O-])Oc1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])OC)c1ccc(cc1)C(=O)[O-].[Cu][Cu] MOFid-v1.tav,unknown.cat0;TUGREV04_ASR_pacman","[C4Cu2O8_Type-1].[C][C][N][C][C][N][Ring1][=Branch1][C][C][Ring1][=Branch1].[C][O][C][=C][Branch2][=Branch1][=Branch2][C][=C][Branch2][Ring1][Ring2][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][O][C][=C][C][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][=C][Branch2][Ring1][=Branch1][C][=Branch1][Ring2][=C][Ring1][#C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1] MOFid-v2.tav,UNKNOWN.cat0;TUGREV04_ASR_pacman",8.19973,7.85004,8.17227,0.638722,1200.46,2440.74,3821.29,0.0,0.0,0.0,3594.38,0.7308,1.14416,0.0,0.0,3,tav,unknown,1,3,-C 2yc,15,Cu,No,,9.365486337,0.927144832,1.00015885,1.076748362,202,331,0.8994527,0.8192,weak,weak&stable
2020[Cu][tav]3[ASR]8,"C1CN2CCN1CC2.COc1c(cc(cc1c1ccc(cc1)C(=O)[O-])Oc1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])OC)c1ccc(cc1)C(=O)[O-].[Cu][Cu] MOFid-v1.tav,unknown.cat0;TUGREV05_ASR_pacman","[C4Cu2O8_Type-1].[C][C][N][C][C][N][Ring1][=Branch1][C][C][Ring1][=Branch1].[C][O][C][=C][Branch2][=Branch1][=Branch2][C][=C][Branch2][Ring1][Ring2][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][O][C][=C][C][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][=C][Branch2][Ring1][=Branch1][C][=Branch1][Ring2][=C][Ring1][#C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1] MOFid-v2.tav,UNKNOWN.cat0;TUGREV05_ASR_pacman",8.0434,6.62325,8.0434,0.669472,1205.02,2567.96,3835.8,0.0,0.0,0.0,3393.62,0.7232,1.08025,0.0,0.0,3,tav,unknown,1,3,-C 2yc,15,Cu,No,,9.365486337,0.925033357,0.996497742,1.069294191,202,325.6,0.8949965,0.8192,weak,weak&stable
2020[Cu][tav]3[ASR]9,"C1CN2CCN1CC2.Nc1c(cc(cc1c1ccc(cc1)C(=O)[O-])Oc1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])N)c1ccc(cc1)C(=O)[O-].[Cu][Cu] MOFid-v1.tav,unknown.cat0;TUGSIA_ASR_pacman","[C4Cu2O8_Type-1].[C][C][N][C][C][N][Ring1][=Branch1][C][C][Ring1][=Branch1].[N][C][=C][Branch2][=Branch1][Branch2][C][=C][Branch2][Ring1][Ring2][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][O][C][=C][C][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][=C][Branch2][Ring1][=Branch1][C][=Branch1][Ring2][=C][Ring1][#C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1] MOFid-v2.tav,UNKNOWN.cat0;TUGSIA_ASR_pacman",8.26973,6.82934,8.26973,0.643515,1157.47,2448.71,3805.21,0.0,0.0,0.0,3442.09,0.7282,1.1316,0.0,0.0,3,tav,unknown,1,3,-C 2yc,15,Cu,No,,9.442179794,0.917150096,1.028893542,1.118903596,194,345.4,0.89246607,0.8192,weak,weak&stable
2020[Cu][tbo]3[ASR]1,[Cu][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-] MOFid-v1.tbo.cat0;am0c18970_si_002_ASR_pacman,[C4Cu2O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1] MOFid-v2.tbo.cat0;am0c18970_si_002_ASR_pacman,13.26988,6.68271,13.26988,0.868078,978.527,2114.26,2435.57,0.0,0.0,0.0,3326.76,0.7188,0.828036,0.0,0.0,3,tbo,tbo,1,3,-F 4 2 3,225,Cu,Yes,Cu,15.50951385,0.741347045,0.812662239,0.86286729,156,324.8,0.950151,0.959392857,weak,weak&stable
2020[Cu][tbo]3[ASR]2,[Cu][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-] MOFid-v1.tbo.cat0;c9ra09702c2_2_ASR_pacman,[C4Cu2O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1] MOFid-v2.tbo.cat0;c9ra09702c2_2_ASR_pacman,13.20723,6.66829,13.20723,0.878222,963.066,2105.17,2397.09,0.0,0.0,0.0,3296.57,0.7206,0.820522,0.0,0.0,3,tbo,tbo,1,3,-F 4 2 3,225,Cu,Yes,Cu,15.50951385,0.744858895,0.811034912,0.871839466,156,324.1,0.9494544,0.958678571,weak,weak&stable
2020[Cu][tbo]3[ASR]4,[Cu][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-] MOFid-v1.tbo.cat0;cm0c00440_si_001_ASR_pacman,[C4Cu2O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1] MOFid-v2.tbo.cat0;cm0c00440_si_001_ASR_pacman,13.17246,6.57882,13.17246,0.881994,976.191,2143.03,2429.75,0.0,0.0,0.0,3264.25,0.7166,0.812478,0.0,0.0,3,tbo,tbo,1,3,-F 4 2 3,225,Cu,Yes,Cu,15.50951385,0.742437088,0.808038313,0.865316734,156,325.2,0.94915146,0.958678571,weak,weak&stable
2020[Cu][tbo]3[ASR]5,[Cu][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-] MOFid-v1.tbo.cat0;cm0c00440_si_002_ASR_pacman,[C4Cu2O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1] MOFid-v2.tbo.cat0;cm0c00440_si_002_ASR_pacman,13.17246,6.57882,13.17246,0.881994,974.097,2138.43,2424.54,0.0,0.0,0.0,3264.25,0.7166,0.812478,0.0,0.0,3,tbo,tbo,1,3,-F 4 2 3,225,Cu,Yes,Cu,15.50951385,0.742185274,0.808102562,0.865323436,156,325.3,0.9495855,0.958678571,weak,weak&stable
2020[Cu][tbo]3[ASR]6,[Cu][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-] MOFid-v1.tbo.cat0;cm0c00440_si_003_ASR_pacman,[C4Cu2O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1] MOFid-v2.tbo.cat0;cm0c00440_si_003_ASR_pacman,13.17296,6.57005,13.17296,0.881994,968.718,2126.62,2411.15,0.0,0.0,0.0,3294.32,0.7232,0.819961,0.0,0.0,3,tbo,tbo,1,3,-F 4 2 3,225,Cu,Yes,Cu,15.50951385,0.742246627,0.808069088,0.865314993,156,325.3,0.94948244,0.958678571,weak,weak&stable
2020[Eu][nan]3[ASR]3,[Eu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-] MOFid-v1.unknown.cat0;c9dt00217k2_1_ASR_pacman,[C8Eu2O16_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1] MOFid-v2.UNKNOWN.cat0;c9dt00217k2_1_ASR_pacman,7.19973,6.38685,7.19882,1.25383,570.433,1501.25,1197.33,0.0,0.0,0.0,2314.79,0.6092,0.48587,0.0,0.0,3,unknown,unknown,1,3,"P 31 2""",152,Eu,No,,15.42509806,0.688326208,0.759750395,0.813415772,186,469.2,0.12040436,0.817692308,weak,weak&stable
2020[Eu][nan]3[ASR]6,[Eu].[O-]C(=O)c1ccnc(c1)C(=O)[O-].[OH] MOFid-v1.unknown.cat0;SUQSOP_ASR_pacman,[Eu4_Type-2].[O-1][C][=Branch1][C][=O][C][=C][C][=N][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1].[OH1] MOFid-v2.UNKNOWN.cat0;SUQSOP_ASR_pacman,5.33873,5.11854,5.32559,2.24372,154.85,782.881,348.921,0.0,0.0,0.0,759.135,0.3838,0.171055,0.0,0.0,3,unknown,unknown,1,3,-P 2ybc,14,Eu,No,,18.55968667,0.591899776,0.661346896,0.702415171,144,415,0.73461014,0.64,weak,weak&stable
